$Date,$Time,SCA201TE401PV
07/30/25,00:27:54,31.2
07/30/25,00:27:57,31.2
07/30/25,00:28:00,31.2
07/30/25,00:28:03,31.2
07/30/25,00:28:06,31.2
07/30/25,00:28:09,31.2
07/30/25,00:28:12,31.2
07/30/25,00:28:15,31.2
07/30/25,00:28:18,31.2
07/30/25,00:28:21,31.2
07/30/25,00:28:24,31.2
07/30/25,00:28:27,31.2
07/30/25,00:28:30,31.2
07/30/25,00:28:33,31.2
07/30/25,00:28:36,31.2
07/30/25,00:28:39,31.2
07/30/25,00:28:42,31.2
07/30/25,00:28:45,31.2
07/30/25,00:28:48,31.2
07/30/25,00:28:51,31.2
07/30/25,00:28:54,31.2
07/30/25,00:28:57,31.2
07/30/25,00:29:00,31.2
07/30/25,00:29:03,31.2
07/30/25,00:29:06,31.2
07/30/25,00:29:09,31.2
07/30/25,00:29:12,31.2
07/30/25,00:29:15,31.2
07/30/25,00:29:18,31.2
07/30/25,00:29:21,31.2
07/30/25,00:29:24,31.2
07/30/25,00:29:27,31.2
07/30/25,00:29:30,31.2
07/30/25,00:29:33,31.2
07/30/25,00:29:36,31.2
07/30/25,00:29:39,31.2
07/30/25,00:29:42,31.2
07/30/25,00:29:45,31.2
07/30/25,00:29:48,31.2
07/30/25,00:29:51,31.2
07/30/25,00:29:54,31.2
07/30/25,00:29:57,31.2
07/30/25,00:30:00,31.2
07/30/25,00:30:03,31.2
07/30/25,00:30:06,31.2
07/30/25,00:30:09,31.2
07/30/25,00:30:12,31.2
07/30/25,00:30:15,31.2
07/30/25,00:30:18,31.2
07/30/25,00:30:21,31.2
07/30/25,00:30:24,31.2
07/30/25,00:30:27,31.2
07/30/25,00:30:30,31.2
07/30/25,00:30:33,31.2
07/30/25,00:30:36,31.2
07/30/25,00:30:39,31.2
07/30/25,00:30:42,31.2
07/30/25,00:30:45,31.2
07/30/25,00:30:48,31.2
07/30/25,00:30:51,31.2
07/30/25,00:30:54,31.2
07/30/25,00:30:57,31.2
07/30/25,00:31:00,31.2
07/30/25,00:31:03,31.2
07/30/25,00:31:06,31.2
07/30/25,00:31:09,31.2
07/30/25,00:31:12,31.2
07/30/25,00:31:15,31.2
07/30/25,00:31:18,31.2
07/30/25,00:31:21,31.2
07/30/25,00:31:24,31.2
07/30/25,00:31:27,31.2
07/30/25,00:31:30,31.2
07/30/25,00:31:33,31.2
07/30/25,00:31:36,31.2
07/30/25,00:31:39,31.2
07/30/25,00:31:42,31.2
07/30/25,00:31:45,31.2
07/30/25,00:31:48,31.2
07/30/25,00:31:51,31.2
07/30/25,00:31:54,31.2
07/30/25,00:31:57,31.2
07/30/25,00:32:00,31.2
07/30/25,00:32:03,31.2
07/30/25,00:32:06,31.2
07/30/25,00:32:09,31.2
07/30/25,00:32:12,31.2
07/30/25,00:32:15,31.2
07/30/25,00:32:18,31.2
07/30/25,00:32:21,31.2
07/30/25,00:32:24,31.2
07/30/25,00:32:27,31.2
07/30/25,00:32:30,31.2
07/30/25,00:32:33,31.2
07/30/25,00:32:36,31.2
07/30/25,00:32:39,31.2
07/30/25,00:32:42,31.2
07/30/25,00:32:45,31.2
07/30/25,00:32:48,31.2
07/30/25,00:32:51,31.2
07/30/25,00:32:54,31.2
07/30/25,00:32:57,31.2
07/30/25,00:33:00,31.2
07/30/25,00:33:03,31.2
07/30/25,00:33:06,31.2
07/30/25,00:33:09,31.2
07/30/25,00:33:12,31.2
07/30/25,00:33:15,31.2
07/30/25,00:33:18,31.2
07/30/25,00:33:21,31.2
07/30/25,00:33:24,31.2
07/30/25,00:33:27,31.2
07/30/25,00:33:30,31.2
07/30/25,00:33:33,31.2
07/30/25,00:33:36,31.2
07/30/25,00:33:39,31.2
07/30/25,00:33:42,31.2
07/30/25,00:33:45,31.2
07/30/25,00:33:48,31.2
07/30/25,00:33:51,31.2
07/30/25,00:33:54,31.2
07/30/25,00:33:57,31.2
07/30/25,00:34:00,31.2
07/30/25,00:34:03,31.2
07/30/25,00:34:06,31.2
07/30/25,00:34:09,31.2
07/30/25,00:34:12,31.2
07/30/25,00:34:15,31.2
07/30/25,00:34:18,31.2
07/30/25,00:34:21,31.2
07/30/25,00:34:24,31.2
07/30/25,00:34:27,31.2
07/30/25,00:34:30,31.2
07/30/25,00:34:33,31.2
07/30/25,00:34:36,31.2
07/30/25,00:34:39,31.2
07/30/25,00:34:42,31.2
07/30/25,00:34:45,31.2
07/30/25,00:34:48,31.3
07/30/25,00:34:51,31.3
07/30/25,00:34:54,31.3
07/30/25,00:34:57,31.3
07/30/25,00:35:00,31.3
07/30/25,00:35:03,31.3
07/30/25,00:35:06,31.3
07/30/25,00:35:09,31.3
07/30/25,00:35:12,31.3
07/30/25,00:35:15,31.3
07/30/25,00:35:18,31.3
07/30/25,00:35:21,31.3
07/30/25,00:35:24,31.3
07/30/25,00:35:27,31.3
07/30/25,00:35:30,31.3
07/30/25,00:35:33,31.3
07/30/25,00:35:36,31.3
07/30/25,00:35:39,31.3
07/30/25,00:35:42,31.3
07/30/25,00:35:45,31.3
07/30/25,00:35:48,31.3
07/30/25,00:35:51,31.3
07/30/25,00:35:54,31.3
07/30/25,00:35:57,31.3
07/30/25,00:36:00,31.3
07/30/25,00:36:03,31.3
07/30/25,00:36:06,31.3
07/30/25,00:36:09,31.3
07/30/25,00:36:12,31.3
07/30/25,00:36:15,31.3
07/30/25,00:36:18,31.3
07/30/25,00:36:21,31.3
07/30/25,00:36:24,31.3
07/30/25,00:36:27,31.3
07/30/25,00:36:30,31.3
07/30/25,00:36:33,31.3
07/30/25,00:36:36,31.3
07/30/25,00:36:39,31.3
07/30/25,00:36:42,31.3
07/30/25,00:36:45,31.3
07/30/25,00:36:48,31.3
07/30/25,00:36:51,31.3
07/30/25,00:36:54,31.3
07/30/25,00:36:57,31.3
07/30/25,00:37:00,31.3
07/30/25,00:37:03,31.3
07/30/25,00:37:06,31.3
07/30/25,00:37:09,31.3
07/30/25,00:37:12,31.3
07/30/25,00:37:15,31.3
07/30/25,00:37:18,31.3
07/30/25,00:37:21,31.3
07/30/25,00:37:24,31.3
07/30/25,00:37:27,31.3
07/30/25,00:37:30,31.3
07/30/25,00:37:33,31.3
07/30/25,00:37:36,31.3
07/30/25,00:37:39,31.3
07/30/25,00:37:42,31.3
07/30/25,00:37:45,31.3
07/30/25,00:37:48,31.3
07/30/25,00:37:51,31.3
07/30/25,00:37:54,31.3
07/30/25,00:37:57,31.3
07/30/25,00:38:00,31.3
07/30/25,00:38:03,31.3
07/30/25,00:38:06,31.3
07/30/25,00:38:09,31.3
07/30/25,00:38:12,31.3
07/30/25,00:38:15,31.3
07/30/25,00:38:18,31.3
07/30/25,00:38:21,31.3
07/30/25,00:38:24,31.3
07/30/25,00:38:27,31.3
07/30/25,00:38:30,31.3
07/30/25,00:38:33,31.3
07/30/25,00:38:36,31.3
07/30/25,00:38:39,31.3
07/30/25,00:38:42,31.3
07/30/25,00:38:45,31.3
07/30/25,00:38:48,31.3
07/30/25,00:38:51,31.3
07/30/25,00:38:54,31.3
07/30/25,00:38:57,31.3
07/30/25,00:39:00,31.3
07/30/25,00:39:03,31.3
07/30/25,00:39:06,31.3
07/30/25,00:39:09,31.3
07/30/25,00:39:12,31.3
07/30/25,00:39:15,31.3
07/30/25,00:39:18,31.3
07/30/25,00:39:21,31.3
07/30/25,00:39:24,31.3
07/30/25,00:39:27,31.3
07/30/25,00:39:30,31.3
07/30/25,00:39:33,31.3
07/30/25,00:39:36,31.3
07/30/25,00:39:39,31.3
07/30/25,00:39:42,31.3
07/30/25,00:39:45,31.3
07/30/25,00:39:48,31.3
07/30/25,00:39:51,31.3
07/30/25,00:39:54,31.3
07/30/25,00:39:57,31.3
07/30/25,00:40:00,31.3
07/30/25,00:40:03,31.3
07/30/25,00:40:06,31.3
07/30/25,00:40:09,31.3
07/30/25,00:40:12,31.3
07/30/25,00:40:15,31.3
07/30/25,00:40:18,31.3
07/30/25,00:40:21,31.3
07/30/25,00:40:24,31.3
07/30/25,00:40:27,31.3
07/30/25,00:40:30,31.3
07/30/25,00:40:33,31.3
07/30/25,00:40:36,31.3
07/30/25,00:40:39,31.3
07/30/25,00:40:42,31.3
07/30/25,00:40:45,31.3
07/30/25,00:40:48,31.3
07/30/25,00:40:51,31.3
07/30/25,00:40:54,31.3
07/30/25,00:40:57,31.3
07/30/25,00:41:00,31.3
07/30/25,00:41:03,31.3
07/30/25,00:41:06,31.3
07/30/25,00:41:09,31.3
07/30/25,00:41:12,31.3
07/30/25,00:41:15,31.3
07/30/25,00:41:18,31.3
07/30/25,00:41:21,31.3
07/30/25,00:41:24,31.3
07/30/25,00:41:27,31.3
07/30/25,00:41:30,31.3
07/30/25,00:41:33,31.3
07/30/25,00:41:36,31.3
07/30/25,00:41:39,31.3
07/30/25,00:41:42,31.3
07/30/25,00:41:45,31.3
07/30/25,00:41:48,31.3
07/30/25,00:41:51,31.3
07/30/25,00:41:54,31.3
07/30/25,00:41:57,31.3
07/30/25,00:42:00,31.3
07/30/25,00:42:03,31.3
07/30/25,00:42:06,31.3
07/30/25,00:42:09,31.3
07/30/25,00:42:12,31.3
07/30/25,00:42:15,31.3
07/30/25,00:42:18,31.3
07/30/25,00:42:21,31.3
07/30/25,00:42:24,31.3
07/30/25,00:42:27,31.3
07/30/25,00:42:30,31.3
07/30/25,00:42:33,31.3
07/30/25,00:42:36,31.3
07/30/25,00:42:39,31.3
07/30/25,00:42:42,31.3
07/30/25,00:42:45,31.3
07/30/25,00:42:48,31.3
07/30/25,00:42:51,31.3
07/30/25,00:42:54,31.3
07/30/25,00:42:57,31.3
07/30/25,00:43:00,31.3
07/30/25,00:43:03,31.3
07/30/25,00:43:06,31.3
07/30/25,00:43:09,31.3
07/30/25,00:43:12,31.3
07/30/25,00:43:15,31.3
07/30/25,00:43:18,31.3
07/30/25,00:43:21,31.3
07/30/25,00:43:24,31.3
07/30/25,00:43:27,31.3
07/30/25,00:43:30,31.3
07/30/25,00:43:33,31.3
07/30/25,00:43:36,31.3
07/30/25,00:43:39,31.3
07/30/25,00:43:42,31.3
07/30/25,00:43:45,31.3
07/30/25,00:43:48,31.3
07/30/25,00:43:51,31.3
07/30/25,00:43:54,31.3
07/30/25,00:43:57,31.3
07/30/25,00:44:00,31.3
07/30/25,00:44:03,31.3
07/30/25,00:44:06,31.3
07/30/25,00:44:09,31.3
07/30/25,00:44:12,31.3
07/30/25,00:44:15,31.3
07/30/25,00:44:18,31.3
07/30/25,00:44:21,31.3
07/30/25,00:44:24,31.3
07/30/25,00:44:27,31.3
07/30/25,00:44:30,31.3
07/30/25,00:44:33,31.3
07/30/25,00:44:36,31.3
07/30/25,00:44:39,31.3
07/30/25,00:44:42,31.3
07/30/25,00:44:45,31.3
07/30/25,00:44:48,31.5
